,class,sms,length,sw_count,sc_count,hyperlink,digit_count,phone,smileys,weeb,upper_case,tokens,clean_tokens,Lemmatisation
17,0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,81,22,5,False,1,False,0,False,3,"['remember', 'spell', 'name', '   ', 'yes', 'naughty', 'make', 'wet']","['remember', 'spell', 'name', 'yes', 'naughty', 'make', 'wet']","['remember', 'spell', 'name', 'yes', 'naughty', 'make', 'wet']"
18,0,Fine if thats the way u feel. Thats the way its gota b,56,21,1,False,0,False,0,False,2,"['fine', 'that\x92s', 'way', 'feel', 'that\x92s', 'way', 'gota']","['fine', 'that\x92s', 'way', 'feel', 'that\x92s', 'way', 'gota']","['fine', 'that\x92s', 'way', 'feel', 'that\x92s', 'way', 'gota']"
19,1,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",155,39,2,False,23,True,0,False,32,"['england', 'macedonia', 'dont', 'miss', 'goals team', 'news', 'txt', 'national', 'team', '     ', 'england', '     ', 'try', 'wales', 'scotland', ' txt ú    ', 'poboxox     w  wq', '   ']","['england', 'macedonia', 'dont', 'miss', 'goals team', 'news', 'txt', 'national', 'team', 'england', 'try', 'wales', 'scotland', 'txt ú', 'poboxox     w  wq']","['england', 'macedonia', 'dont', 'miss', 'goals team', 'news', 'txt', 'national', 'team', 'england', 'try', 'wale', 'scotland', 'txt ú', 'poboxox     w  wq']"
20,0,Is that seriously how you spell his name?,41,17,1,False,0,False,0,False,1,"['seriously', 'spell', 'name']","['seriously', 'spell', 'name']","['seriously', 'spell', 'name']"
21,0,I‘m going to try for 2 months ha ha only joking,47,18,0,False,1,False,0,False,1,"['going', 'try', 'months', 'joking']","['going', 'try', 'months', 'joking']","['go', 'try', 'month', 'joke']"
22,0,So ü pay first lar... Then when is da stock comin...,52,17,6,False,0,False,0,False,2,"['pay', 'first', 'lar', '   ', 'stock', 'comin', '   ']","['pay', 'first', 'lar', 'stock', 'comin']","['pay', 'first', 'lar', 'stock', 'comin']"
23,0,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,88,27,3,False,1,False,0,False,3,"['aft', 'finish', 'lunch', 'str', 'lor', 'ard', 'smth', 'lor', 'finish', 'lunch', 'already']","['aft', 'finish', 'lunch', 'str', 'lor', 'ard', 'smth', 'lor', 'finish', 'lunch', 'already']","['aft', 'finish', 'lunch', 'str', 'lor', 'ard', 'smth', 'lor', 'finish', 'lunch', 'already']"
24,0,Ffffffffff. Alright no way I can meet up with you sooner?,57,15,2,False,0,False,0,False,3,"['ffffffffff', 'alright', 'way', 'meet', 'sooner']","['ffffffffff', 'alright', 'way', 'meet', 'sooner']","['ffffffffff', 'alright', 'way', 'meet', 'sooner']"
25,0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,144,46,5,False,0,False,0,False,8,"['forced', 'eat', 'slice', 'really', 'hungry', 'tho', 'sucks', 'mark', 'getting', 'worried', 'knows', 'sick', 'turn', 'pizza', 'lol']","['forced', 'eat', 'slice', 'really', 'hungry', 'tho', 'sucks', 'mark', 'getting', 'worried', 'knows', 'sick', 'turn', 'pizza', 'lol']","['force', 'eat', 'slice', 'really', 'hungry', 'tho', 'suck', 'mark', 'get', 'worry', 'know', 'sick', 'turn', 'pizza', 'lol']"
26,0,Lol your always so convincing.,30,12,1,False,0,False,0,False,1,"['lol', 'always', 'convincing']","['lol', 'always', 'convincing']","['lol', 'always', 'convince']"
27,0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,134,43,5,False,0,False,0,False,6,"['catch', 'bus', 'frying', 'egg', 'make', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']","['catch', 'bus', 'frying', 'egg', 'make', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']","['catch', 'bus', 'fry', 'egg', 'make', 'tea', 'eat', 'mom', 'leave', 'dinner', 'feel', 'love']"
28,0,"I'm back &amp; we're packing the car now, I'll let you know if there's room",75,19,0,False,0,False,0,False,2,"['back', 'amp', ' re', 'packing', 'car', ' ll', 'let', 'know', 'room']","['back', 'amp', 're', 'packing', 'car', 'll', 'let', 'know', 'room']","['back', 'amp', 're', 'pack', 'car', 'll', 'let', 'know', 'room']"
29,0,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,64,17,3,False,0,False,0,False,5,"['ahhh', 'work', 'vaguely', 'remember', 'feel', 'like', 'lol']","['ahhh', 'work', 'vaguely', 'remember', 'feel', 'like', 'lol']","['ahhh', 'work', 'vaguely', 'remember', 'feel', 'like', 'lol']"
30,0,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",130,54,0,False,0,False,0,False,1,"['wait', 'still', 'clear', 'sure', 'sarcastic', 'n t', 'want', 'live']","['wait', 'still', 'clear', 'sure', 'sarcastic', 'n t', 'want', 'live']","['wait', 'still', 'clear', 'sure', 'sarcastic', 'n t', 'want', 'live']"
31,0,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,189,64,4,False,2,False,0,False,5,"['yeah', 'got', 'apologetic', 'fallen', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'till', 'n t', 'badly', 'cheers']","['yeah', 'got', 'apologetic', 'fallen', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'till', 'n t', 'badly', 'cheers']","['yeah', 'get', 'apologetic', 'fall', 'actin', 'like', 'spoil', 'child', 'get', 'catch', 'till', 'n t', 'badly', 'cheer']"
32,0,K tell me anything about you.,29,11,1,False,0,False,0,False,1,"['tell', 'anything']","['tell', 'anything']","['tell', 'anything']"
33,0,For fear of fainting with the of all that housework you just did? Quick have a cuppa,84,29,1,False,0,False,0,False,2,"['fear', 'fainting', 'housework', 'quick', 'cuppa']","['fear', 'fainting', 'housework', 'quick', 'cuppa']","['fear', 'faint', 'housework', 'quick', 'cuppa']"
34,1,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,158,46,2,False,1,False,0,False,13,"['thanks', 'subscription', 'ringtone', 'mobile', 'charged', '   month', 'please', 'confirm', 'replying', 'yes', 'reply', 'charged']","['thanks', 'subscription', 'ringtone', 'mobile', 'charged', 'month', 'please', 'confirm', 'replying', 'yes', 'reply', 'charged']","['thank', 'subscription', 'ringtone', 'mobile', 'charge', 'month', 'please', 'confirm', 'reply', 'yes', 'reply', 'charge']"
35,0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,122,45,6,False,2,False,0,False,3,"['yup', '   ', 'home', 'look', 'timings', 'msg', '   ', 'xuhui', 'going', 'learn', ' nd', 'may', 'lesson', ' am']","['yup', 'home', 'look', 'timings', 'msg', 'xuhui', 'going', 'learn', 'nd', 'may', 'lesson', 'am']","['yup', 'home', 'look', 'time', 'msg', 'xuhui', 'go', 'learn', 'nd', 'may', 'lesson', 'be']"
36,0,"Oops, I'll let you know when my roommate's done",47,17,0,False,0,False,0,False,2,"['oops', ' ll', 'let', 'know', 'roommate', 'done']","['oops', 'll', 'let', 'know', 'roommate', 'done']","['oops', 'll', 'let', 'know', 'roommate', 'do']"
37,0,I see the letter B on my car,28,8,0,False,0,False,0,False,2,"['see', 'letter', 'car']","['see', 'letter', 'car']","['see', 'letter', 'car']"
38,0,Anything lor... U decide...,27,7,6,False,0,False,0,False,2,"['anything', 'lor', '   ', 'decide', '   ']","['anything', 'lor', 'decide']","['anything', 'lor', 'decide']"
39,0,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,155,71,2,False,0,False,0,False,4,"['hello', 'saturday', 'texting', 'see', 'decided', 'anything', 'tomo', 'trying', 'invite', 'anything']","['hello', 'saturday', 'texting', 'see', 'decided', 'anything', 'tomo', 'trying', 'invite', 'anything']","['hello', 'saturday', 'texting', 'see', 'decide', 'anything', 'tomo', 'try', 'invite', 'anything']"
40,0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,82,28,3,False,0,False,0,False,4,"['pls', 'ahead', 'watts', 'wanted', 'sure', 'great', 'weekend', 'abiola']","['pls', 'ahead', 'watts', 'wanted', 'sure', 'great', 'weekend', 'abiola']","['pls', 'ahead', 'watt', 'want', 'sure', 'great', 'weekend', 'abiola']"
41,0,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",142,47,13,False,0,False,0,False,10,"['forget', 'tell', 'want', 'need', 'crave', '   ', '   ', 'love', 'sweet', 'arabian', 'steed', '   ', 'mmmmmm', '   ', 'yummy']","['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']","['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']"
42,1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,172,45,1,False,22,True,0,False,7,"['           ', 'rodger', 'burns', 'msg', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', '           ', 'delivery', 'tomorrow']","['rodger', 'burns', 'msg', 'tried', 'call', 'reply', 'sms', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'delivery', 'tomorrow']","['rodger', 'burn', 'msg', 'try', 'call', 'reply', 'sm', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', 'delivery', 'tomorrow']"
43,0,WHO ARE YOU SEEING?,19,0,1,False,0,False,0,False,15,['seeing'],['seeing'],['see']
44,0,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,72,19,4,False,0,False,0,False,3,"['great', 'hope', 'like', 'man', 'well', 'endowed', 'inches', '   ']","['great', 'hope', 'like', 'man', 'well', 'endowed', 'inches']","['great', 'hope', 'like', 'man', 'well', 'endow', 'inch']"
45,0,No calls..messages..missed calls,32,15,4,False,0,False,0,False,1,"['calls  messages  missed', 'calls']","['calls  messages  missed', 'calls']","['calls  messages  missed', 'call']"
46,0,Didn't you get hep b immunisation in nigeria.,45,19,1,False,0,False,0,False,1,"['n t', 'get', 'hep', 'immunisation', 'nigeria']","['n t', 'get', 'hep', 'immunisation', 'nigeria']","['n t', 'get', 'hep', 'immunisation', 'nigeria']"
47,0,"Fair enough, anything going on?",31,10,1,False,0,False,0,False,1,"['fair', 'enough', 'anything', 'going']","['fair', 'enough', 'anything', 'going']","['fair', 'enough', 'anything', 'go']"
48,0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,25,0,False,0,False,0,False,2,"['yeah', 'hopefully', 'tyler', 'n t', 'could', 'maybe', 'ask', 'around', 'bit']","['yeah', 'hopefully', 'tyler', 'n t', 'could', 'maybe', 'ask', 'around', 'bit']","['yeah', 'hopefully', 'tyler', 'n t', 'could', 'maybe', 'ask', 'around', 'bite']"
49,0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,148,48,4,False,0,False,0,False,7,"['n t', 'know', 'stubborn', 'n t', 'even', 'want', 'hospital', 'kept', 'telling', 'mark', 'weak', 'sucker', 'hospitals', 'weak', 'suckers']","['n t', 'know', 'stubborn', 'n t', 'even', 'want', 'hospital', 'kept', 'telling', 'mark', 'weak', 'sucker', 'hospitals', 'weak', 'suckers']","['n t', 'know', 'stubborn', 'n t', 'even', 'want', 'hospital', 'keep', 'tell', 'mark', 'weak', 'sucker', 'hospital', 'weak', 'sucker']"
50,0,What you thinked about me. First time you saw me in class.,58,26,2,False,0,False,0,False,2,"['thinked', 'first', 'time', 'saw', 'class']","['thinked', 'first', 'time', 'saw', 'class']","['think', 'first', 'time', 'saw', 'class']"
51,0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",124,42,0,False,0,False,0,False,1,"['gram', 'usually', 'runs', 'like', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram']","['gram', 'usually', 'runs', 'like', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram']","['gram', 'usually', 'run', 'like', 'half', 'eighth', 'smart', 'though', 'get', 'almost', 'whole', 'second', 'gram']"
52,0,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,80,30,0,False,0,False,0,False,1,"['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']","['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']","['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crash', 'place', 'tonight']"
53,0,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",289,118,6,False,0,False,0,False,7,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'sorry', 'n t', 'n t', 'give', 'sorry', 'offered', 'sorry', 'room', 'embarassing']","['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'sorry', 'n t', 'n t', 'give', 'sorry', 'offered', 'sorry', 'room', 'embarassing']","['wow', 'never', 'realize', 'embarassed', 'accomodations', 'think', 'like', 'since', 'best', 'could', 'always', 'seem', 'happy', 'cave', 'sorry', 'n t', 'n t', 'give', 'sorry', 'offer', 'sorry', 'room', 'embarassing']"
54,1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,120,27,4,False,0,False,0,False,24,"['sms', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sms', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']"
55,0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,76,28,2,False,0,False,0,False,7,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'url']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'url']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'url']"
56,1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",161,44,3,False,24,True,0,False,12,"['congrats', 'year', 'special', 'cinema', 'pass', 'call', '           ', 'suprman', 'matrix ', 'starwars ', 'etc', 'free', 'bx    ip   we', '   pm', 'dont', 'miss']","['congrats', 'year', 'special', 'cinema', 'pass', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bx    ip   we', 'pm', 'dont', 'miss']","['congrats', 'year', 'special', 'cinema', 'pas', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bx    ip   we', 'pm', 'dont', 'miss']"
57,0,"Sorry, I'll call later in meeting.",34,9,1,False,0,False,0,False,2,"['sorry', ' ll', 'call', 'later', 'meeting']","['sorry', 'll', 'call', 'later', 'meeting']","['sorry', 'll', 'call', 'late', 'meet']"
58,0,Tell where you reached,22,4,0,False,0,False,0,False,1,"['tell', 'reached']","['tell', 'reached']","['tell', 'reach']"
59,0,Yes..gauti and sehwag out of odi series.,40,17,3,False,0,False,0,False,1,"['yes  gauti', 'sehwag', 'odi', 'series']","['yes  gauti', 'sehwag', 'odi', 'series']","['yes  gauti', 'sehwag', 'odi', 'series']"
60,0,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,30,4,False,1,False,0,False,3,"['gon', 'pick', 'burger', 'way', 'home', 'n t', 'even', 'move', 'pain', 'killing']","['gon', 'pick', 'burger', 'way', 'home', 'n t', 'even', 'move', 'pain', 'killing']","['gon', 'pick', 'burger', 'way', 'home', 'n t', 'even', 'move', 'pain', 'kill']"
61,0,Ha ha ha good joke. Girls are situation seekers.,48,19,2,False,0,False,0,False,2,"['good', 'joke', 'girls', 'situation', 'seekers']","['good', 'joke', 'girls', 'situation', 'seekers']","['good', 'joke', 'girl', 'situation', 'seeker']"
62,0,Its a part of checking IQ,25,7,0,False,0,False,0,False,3,"['part', 'checking']","['part', 'checking']","['part', 'check']"
63,0,"Sorry my roommates took forever, it ok if I come by now?",56,23,1,False,0,False,0,False,2,"['sorry', 'roommates', 'took', 'forever', 'come']","['sorry', 'roommates', 'took', 'forever', 'come']","['sorry', 'roommate', 'take', 'forever', 'come']"
64,0,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,36,2,False,0,False,0,False,2,"['lar', 'double', 'check', 'wif', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'short', 'said', 'cut', 'look', 'nice']","['lar', 'double', 'check', 'wif', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'short', 'said', 'cut', 'look', 'nice']","['lar', 'double', 'check', 'wif', 'hair', 'dresser', 'already', 'say', 'wun', 'cut', 'short', 'say', 'cut', 'look', 'nice']"
65,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",152,48,2,False,15,True,0,False,6,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '     ', 'bonus', 'prize', 'call', '           ']","['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']","['value', 'customer', 'please', 'advise', 'follow', 'recent', 'review', 'mob', 'award', 'bonus', 'prize', 'call']"
66,0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",122,45,6,False,0,False,0,False,3,"['today', 'song', 'dedicated', 'day  ', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply', '   ']","['today', 'song', 'dedicated', 'day', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply']","['today', 'song', 'dedicate', 'day', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply']"
